Pipeline Description: Final StackedEnsemble pipeline with ensemble_level=1 transforming 1 original features -> 65 features in each of 2 models each fit on 3 internal holdout splits then linearly blended:
+---------+---------------+-------------+----------------+-----------+--------------------+-------------+--------------+-------------+--------------------+---------------+---------------+----------------+-----------------+----------------------+-------------------+------------------------------+
|   index | Type          |   Num Folds |   Model Weight | booster   | model_class_name   | max_depth   | max_leaves   | subsample   | colsample_bytree   | tree_method   | grow_policy   | random_state   | learning rate   | Target Transformer   |   Fitted features | Fit iterations [each fold]   |
|---------+---------------+-------------+----------------+-----------+--------------------+-------------+--------------+-------------+--------------------+---------------+---------------+----------------+-----------------+----------------------+-------------------+------------------------------|
|       0 | LightGBMModel |           3 |              1 | lightgbm  | LightGBMModel      | 4           | 16           | 0.9         | 0.65               | hist          | depthwise     | 923427085      | 0.03            | LabelEncoder         |                62 | [128, 204, 140]              |
|       1 | ConstantModel |           3 |              0 | constant  |                    |             |              |             |                    |               |               |                |                 | LabelEncoder         |                 3 | []                           |
+---------+---------------+-------------+----------------+-----------+--------------------+-------------+--------------+-------------+--------------------+---------------+---------------+----------------+-----------------+----------------------+-------------------+------------------------------+
+---------+-----------+------------+------------+-----------+-----------------+--------------------+----------------+---------+-------------------------+--------------------------------+-----------+------------------+---------------+---------+----------+---------------+--------------------+-----------+-----------------+-------------+-----------+------------------+-------------+--------------+---------------------+--------------------+-------------------+--------------------+----------------+----------------------------+----------------+----------+----------+-------------+---------------+----------------+------------+----------------+----------------+-------------+--------------+--------------------+----------------+-----------+----------+-------------+------------------+----------+-------+---------------+------------------+---------------+---------------+-------+---------------+
|   index |   fold_id |   model_id |   accuracy | booster   | boosting_type   |   colsample_bytree | disable_gpus   | dummy   |   early_stopping_rounds | enable_early_stopping_rounds   | encoder   |   ensemble_level | eval_metric   |   gamma |   gpu_id | grow_policy   |   interpretability | labels    |   learning_rate | lossguide   |   max_bin |   max_delta_step |   max_depth |   max_leaves |   min_child_samples |   min_child_weight |   min_data_in_bin | model_class_name   | model_origin   | monotonicity_constraints   |   n_estimators |   n_gpus |   n_jobs |   num_class |   num_classes | objective      | pred_gap   | pred_periods   |   random_state |   reg_alpha |   reg_lambda |   scale_pos_weight | score_f_name   |      seed | silent   |   subsample |   subsample_freq | target   | tgc   | time_column   |   time_tolerance | train_shape   | tree_method   | tsp   | valid_shape   |
|---------+-----------+------------+------------+-----------+-----------------+--------------------+----------------+---------+-------------------------+--------------------------------+-----------+------------------+---------------+---------+----------+---------------+--------------------+-----------+-----------------+-------------+-----------+------------------+-------------+--------------+---------------------+--------------------+-------------------+--------------------+----------------+----------------------------+----------------+----------+----------+-------------+---------------+----------------+------------+----------------+----------------+-------------+--------------+--------------------+----------------+-----------+----------+-------------+------------------+----------+-------+---------------+------------------+---------------+---------------+-------+---------------|
|       0 |         0 |          0 |          7 | lightgbm  | gbdt            |               0.65 | True           | False   |                     200 | True                           |           |                1 | mlogloss      |   0.001 |        0 | depthwise     |                  8 | [0, 1, 2] |            0.03 | False       |       128 |                0 |           4 |           16 |                   5 |                  1 |                10 | LightGBMModel      | SEQUENCE       | False                      |           1200 |        0 |        4 |           3 |             3 | multi:softprob |            |                |      923427085 |           0 |           10 |                  1 | LOGLOSS        | 923427085 | True     |         0.9 |               10 |          |       |               |                2 | (1842, 2)     | hist          |       |               |
|       1 |         1 |          0 |          7 | lightgbm  | gbdt            |               0.65 | True           | False   |                     200 | True                           |           |                1 | mlogloss      |   0.001 |        0 | depthwise     |                  8 | [0, 1, 2] |            0.03 | False       |       128 |                0 |           4 |           16 |                   5 |                  1 |                10 | LightGBMModel      | SEQUENCE       | False                      |           1200 |        0 |        4 |           3 |             3 | multi:softprob |            |                |      923427085 |           0 |           10 |                  1 | LOGLOSS        | 923427085 | True     |         0.9 |               10 |          |       |               |                2 | (1842, 2)     | hist          |       |               |
|       2 |         2 |          0 |          7 | lightgbm  | gbdt            |               0.65 | True           | False   |                     200 | True                           |           |                1 | mlogloss      |   0.001 |        0 | depthwise     |                  8 | [0, 1, 2] |            0.03 | False       |       128 |                0 |           4 |           16 |                   5 |                  1 |                10 | LightGBMModel      | SEQUENCE       | False                      |           1200 |        0 |        4 |           3 |             3 | multi:softprob |            |                |      923427085 |           0 |           10 |                  1 | LOGLOSS        | 923427085 | True     |         0.9 |               10 |          |       |               |                2 | (1842, 2)     | hist          |       |               |
+---------+-----------+------------+------------+-----------+-----------------+--------------------+----------------+---------+-------------------------+--------------------------------+-----------+------------------+---------------+---------+----------+---------------+--------------------+-----------+-----------------+-------------+-----------+------------------+-------------+--------------+---------------------+--------------------+-------------------+--------------------+----------------+----------------------------+----------------+----------+----------+-------------+---------------+----------------+------------+----------------+----------------+-------------+--------------+--------------------+----------------+-----------+----------+-------------+------------------+----------+-------+---------------+------------------+---------------+---------------+-------+---------------+
+--------------+----------+---------+--------------+--------------------+
|   Individual | Model    | do_te   | num_as_cat   |   interpretability |
|--------------+----------+---------+--------------+--------------------|
|            0 | LIGHTGBM | True    | True         |                  8 |
+--------------+----------+---------+--------------+--------------------+
Validation scores on out-of-fold predictions:
+---------+----------+------------+----------+----------+----------+----------+----------+----------+------------+-----------+
|   index |      MCC |   MACROAUC |     GINI |       F2 |       F1 |      F05 |    AUCPR |      AUC |   ACCURACY |   LOGLOSS |
|---------+----------+------------+----------+----------+----------+----------+----------+----------+------------+-----------|
|       0 | 0.778502 |   0.702812 | 0.857011 | 0.852334 | 0.852334 | 0.852334 | 0.869063 | 0.928506 |   0.852334 |  0.479583 |
+---------+----------+------------+----------+----------+----------+----------+----------+----------+------------+-----------+
+---------+--------+--------------+-------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+---------------------------+--------------------------+--------------------------+
|   index |   Fold |   Train rows |   Validation rows | Validation score         | MCC                      | MACROAUC                 | GINI                     | F2                       | F1                       | F05                      | AUCPR                    | AUC                       | ACCURACY                 | LOGLOSS                  |
|---------+--------+--------------+-------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+---------------------------+--------------------------+--------------------------|
|       0 |      0 |         1226 |               616 | 0.477565 +/- 0.02739928  | 0.7731981 +/- 0.0200683  | 0.7328626 +/- 0.02479605 | 0.8638436 +/- 0.01574617 | 0.8487987 +/- 0.01337887 | 0.8487987 +/- 0.01337887 | 0.8487987 +/- 0.01337887 | 0.8729397 +/- 0.01579767 | 0.9319218 +/- 0.007873084 | 0.8487987 +/- 0.01337887 | 0.477565 +/- 0.02739928  |
|       1 |      1 |         1229 |               613 | 0.4745991 +/- 0.03720019 | 0.7807015 +/- 0.02030783 | 0.7125448 +/- 0.02820316 | 0.8640517 +/- 0.0183425  | 0.853801 +/- 0.01353855  | 0.853801 +/- 0.01353855  | 0.853801 +/- 0.01353855  | 0.8814218 +/- 0.01542319 | 0.9320259 +/- 0.009171249 | 0.853801 +/- 0.01353855  | 0.4745991 +/- 0.03720019 |
|       2 |      2 |         1229 |               613 | 0.4849183 +/- 0.03575765 | 0.780261 +/- 0.02261308  | 0.6892094 +/- 0.02801476 | 0.8505323 +/- 0.018472   | 0.8535073 +/- 0.01507539 | 0.8535073 +/- 0.01507539 | 0.8535073 +/- 0.01507539 | 0.8635396 +/- 0.01657196 | 0.9252661 +/- 0.009235998 | 0.8535073 +/- 0.01507539 | 0.4849183 +/- 0.03575765 |
+---------+--------+--------------+-------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+--------------------------+---------------------------+--------------------------+--------------------------+
ROC metrics on validation (internal or external holdout(s)) data:
+---------+-------------------------+------------------+------------------+-------------------+-------------------+-----------------------+----------------------+------------+-------------+------------+------------+-----------+
|   index |   Probability Threshold |   True Positives |   True Negatives |   False Positives |   False Negatives |   False Positive Rate |   True Positive Rate |   Accuracy |   Precision |     Recall |         F1 |       MCC |
|---------+-------------------------+------------------+------------------+-------------------+-------------------+-----------------------+----------------------+------------+-------------+------------+------------+-----------|
|       0 |              0          |              204 |                0 |               409 |                 0 |           1           |           1          |   0.333333 |    0.333333 | 1          | 0.5        | 0         |
|       1 |              0.00928024 |              204 |                2 |               406 |                 0 |           0.993747    |           1          |   0.337502 |    0.334741 | 1          | 0.501578   | 0.0265259 |
|       2 |              0.0126971  |              204 |               13 |               395 |                 0 |           0.966582    |           0.998912   |   0.35525  |    0.34079  | 0.998912   | 0.508168   | 0.0966961 |
|       3 |              0.0150086  |              204 |               22 |               386 |                 0 |           0.944311    |           0.997284   |   0.369554 |    0.345771 | 0.997284   | 0.513439   | 0.125978  |
|       4 |              0.0178149  |              203 |               34 |               374 |                 0 |           0.915787    |           0.996196   |   0.388208 |    0.352695 | 0.996196   | 0.520823   | 0.158208  |
|       5 |              0.0196813  |              203 |               42 |               367 |                 1 |           0.89705     |           0.994565   |   0.400155 |    0.357173 | 0.994565   | 0.525421   | 0.175767  |
|       6 |              0.0218231  |              203 |               55 |               353 |                 1 |           0.864719    |           0.993477   |   0.421346 |    0.365692 | 0.993477   | 0.534331   | 0.20601   |
|       7 |              0.0236966  |              203 |               64 |               344 |                 1 |           0.842178    |           0.99239    |   0.436011 |    0.371732 | 0.99239    | 0.540543   | 0.225442  |
|       8 |              0.0253851  |              203 |               73 |               335 |                 1 |           0.820178    |           0.991849   |   0.450498 |    0.377956 | 0.991849   | 0.546974   | 0.243959  |
|       9 |              0.0274143  |              202 |               84 |               325 |                 1 |           0.794372    |           0.990761   |   0.467339 |    0.385495 | 0.990761   | 0.554586   | 0.264135  |
|      10 |              0.0296256  |              201 |               96 |               312 |                 2 |           0.762857    |           0.98587    |   0.486718 |    0.394392 | 0.98587    | 0.562791   | 0.28276   |
|      11 |              0.0319202  |              201 |              110 |               298 |                 3 |           0.728895    |           0.982607   |   0.508272 |    0.40539  | 0.982607   | 0.573046   | 0.305854  |
|      12 |              0.0339156  |              200 |              121 |               287 |                 3 |           0.702818    |           0.98152    |   0.525295 |    0.414732 | 0.98152    | 0.581872   | 0.325266  |
|      13 |              0.0356491  |              200 |              128 |               281 |                 3 |           0.686259    |           0.98152    |   0.536334 |    0.420651 | 0.98152    | 0.587653   | 0.338491  |
|      14 |              0.0368609  |              200 |              135 |               273 |                 4 |           0.668065    |           0.979347   |   0.547739 |    0.427059 | 0.979347   | 0.593375   | 0.349808  |
|      15 |              0.0383736  |              200 |              142 |               266 |                 4 |           0.651232    |           0.977716   |   0.558417 |    0.433207 | 0.977716   | 0.59888    | 0.361128  |
|      16 |              0.0395382  |              199 |              147 |               261 |                 5 |           0.638477    |           0.974997   |   0.566014 |    0.43752  | 0.974997   | 0.602416   | 0.367927  |
|      17 |              0.0412706  |              199 |              156 |               252 |                 5 |           0.617295    |           0.973909   |   0.579773 |    0.445901 | 0.973909   | 0.610034   | 0.383077  |
|      18 |              0.042553   |              198 |              162 |               246 |                 6 |           0.602091    |           0.969021   |   0.58828  |    0.451089 | 0.969021   | 0.613827   | 0.388916  |
|      19 |              0.0437646  |              198 |              169 |               240 |                 6 |           0.586888    |           0.967395   |   0.597873 |    0.457144 | 0.967395   | 0.619089   | 0.398597  |
|      20 |              0.0447999  |              197 |              174 |               235 |                 6 |           0.574678    |           0.966851   |   0.605832 |    0.462297 | 0.966851   | 0.623678   | 0.407587  |
|      21 |              0.0465092  |              197 |              180 |               229 |                 6 |           0.559476    |           0.966851   |   0.615966 |    0.469174 | 0.966851   | 0.629874   | 0.41953   |
|      22 |              0.0485246  |              197 |              189 |               220 |                 6 |           0.537749    |           0.965763   |   0.630088 |    0.479214 | 0.965763   | 0.638543   | 0.43541   |
|      23 |              0.050319   |              197 |              196 |               213 |                 7 |           0.520102    |           0.964132   |   0.64131  |    0.487478 | 0.964132   | 0.645383   | 0.447693  |
|      24 |              0.051321   |              197 |              200 |               208 |                 7 |           0.510064    |           0.963591   |   0.647821 |    0.492149 | 0.963591   | 0.649394   | 0.454891  |
|      25 |              0.0531284  |              197 |              206 |               202 |                 7 |           0.49432     |           0.962506   |   0.657955 |    0.499909 | 0.962506   | 0.655847   | 0.466184  |
|      26 |              0.0547711  |              196 |              212 |               197 |                 8 |           0.481837    |           0.960877   |   0.665734 |    0.505928 | 0.960877   | 0.660628   | 0.474377  |
|      27 |              0.0560129  |              196 |              216 |               192 |                 8 |           0.470171    |           0.95979    |   0.673149 |    0.511671 | 0.95979    | 0.665291   | 0.482571  |
|      28 |              0.0568764  |              195 |              220 |               189 |                 8 |           0.462037    |           0.957074   |   0.677667 |    0.51505  | 0.957074   | 0.667573   | 0.486107  |
|      29 |              0.0578513  |              195 |              223 |               185 |                 8 |           0.453362    |           0.957074   |   0.68345  |    0.519436 | 0.957074   | 0.671375   | 0.492964  |
|      30 |              0.0593329  |              195 |              229 |               180 |                 8 |           0.440067    |           0.957074   |   0.692313 |    0.526923 | 0.957074   | 0.677612   | 0.503778  |
|      31 |              0.0608871  |              195 |              233 |               176 |                 9 |           0.430572    |           0.954904   |   0.69792  |    0.531752 | 0.954904   | 0.681086   | 0.509158  |
|      32 |              0.0624568  |              194 |              237 |               171 |                 9 |           0.418901    |           0.951649   |   0.704616 |    0.537778 | 0.951649   | 0.685224   | 0.515256  |
|      33 |              0.0644286  |              194 |              243 |               165 |                10 |           0.404239    |           0.948938   |   0.713487 |    0.546239 | 0.948938   | 0.691323   | 0.524679  |
|      34 |              0.0655597  |              194 |              246 |               162 |                10 |           0.39665     |           0.947853   |   0.718185 |    0.550233 | 0.947853   | 0.694377   | 0.529715  |
|      35 |              0.0673401  |              193 |              252 |               157 |                10 |           0.383894    |           0.946768   |   0.726327 |    0.558138 | 0.946768   | 0.700353   | 0.539449  |
|      36 |              0.0689696  |              193 |              257 |               152 |                11 |           0.371136    |           0.945142   |   0.73429  |    0.566179 | 0.945142   | 0.706223   | 0.548718  |
|      37 |              0.0708496  |              193 |              261 |               148 |                11 |           0.361372    |           0.943514   |   0.740257 |    0.572008 | 0.943514   | 0.7104     | 0.555377  |
|      38 |              0.0723281  |              192 |              264 |               144 |                11 |           0.352969    |           0.942429   |   0.745497 |    0.576977 | 0.942429   | 0.714085   | 0.561358  |
|      39 |              0.0750989  |              192 |              270 |               139 |                12 |           0.339668    |           0.939715   |   0.75346  |    0.585808 | 0.939715   | 0.720011   | 0.570463  |
|      40 |              0.0772614  |              192 |              275 |               134 |                12 |           0.327456    |           0.93863    |   0.761239 |    0.594508 | 0.93863    | 0.726229   | 0.580334  |
|      41 |              0.0799894  |              192 |              280 |               128 |                12 |           0.313618    |           0.938087   |   0.770284 |    0.604668 | 0.938087   | 0.733656   | 0.592288  |
|      42 |              0.0826509  |              191 |              284 |               124 |                12 |           0.303853    |           0.937545   |   0.776613 |    0.611837 | 0.937545   | 0.738859   | 0.600539  |
|      43 |              0.0854487  |              191 |              289 |               119 |                13 |           0.292726    |           0.934288   |   0.782945 |    0.619892 | 0.934288   | 0.743692   | 0.607744  |
|      44 |              0.087783   |              191 |              293 |               115 |                13 |           0.28269     |           0.933203   |   0.789274 |    0.627632 | 0.933203   | 0.74898    | 0.616006  |
|      45 |              0.0894918  |              190 |              296 |               113 |                13 |           0.276731    |           0.932118   |   0.792885 |    0.63169  | 0.932118   | 0.751721   | 0.620273  |
|      46 |              0.0917585  |              190 |              299 |               109 |                14 |           0.268055    |           0.931575   |   0.798488 |    0.638536 | 0.931575   | 0.756505   | 0.627846  |
|      47 |              0.0943595  |              190 |              303 |               105 |                14 |           0.258023    |           0.929946   |   0.804633 |    0.646446 | 0.929946   | 0.761642   | 0.635776  |
|      48 |              0.098614   |              189 |              308 |               101 |                15 |           0.246898    |           0.925598   |   0.810601 |    0.65539  | 0.925598   | 0.766326   | 0.642694  |
