+----+------------+------------+------------+------------------+--------------------+----------+--------------------+------------+-------------------------------------------------------------------------------------------------------------------------------------------+-------------------------+------------------+-------------------+---------------------------------------------------------------------------------------------------------------------+----------------+--------------+----------+---------------+-----------------+-------------+----------------+--------------+---------------------------+--------------+----------------------+--------------------+----------------------------+---------------+--------------------+----------+----------+----------+---------------+-------------+-----------+----------------+----------------+---------------+-------+------------+----------------+----------+----------------+-----------------+-------------------------+-------------+--------------+---------+-----------+--------------------+------------------+--------------------+-------------+------------------+--------------------+---------------+---------------+--------------+-------------+-------------------+---------------------+-----------------+--------------------------------+----------------+---------------+----------------------------+----------+------------+----------------+-------------+---------+------------------+---------------+---------------+--------------------------------------------------------------+----------------------------+-----------------+----------+------------+-----------------+-----------------+--------------+--------------+--------------+-----------+------------+------+------+------------+----------------+------------------+----------------------+--------------------------------------------+--------------------------------------+
|    |   indiv_id |   iter_num |   accuracy |   time_tolerance |   interpretability |    score |   tournament_score |   score_sd | top derived_features                                                                                                                      | top original_features   |   training_times |   best_iterations | last_3_mutation_try_actual_actions                                                                                  |   ngenes_start |   ngenes_max |   ngenes |   ngenes_dead |   nfeatures_max |   nfeatures |   feature_cost | model_name   | target_transformer_name   | from_brain   | derived_from_brain   |   from_brain_count |   derived_from_brain_count | booster       | model_class_name   |   n_gpus |   gpu_id |   n_jobs |   num_classes |   num_class | labels    | score_f_name   |   random_state | time_column   | tgc   | pred_gap   | pred_periods   | target   | n_estimators   |   learning_rate | early_stopping_rounds   | reg_alpha   | reg_lambda   | gamma   | max_bin   | scale_pos_weight   | max_delta_step   | min_child_weight   | subsample   | subsample_freq   | colsample_bytree   | tree_method   | grow_policy   |   max_leaves |   max_depth | min_data_in_bin   | min_child_samples   | boosting_type   | enable_early_stopping_rounds   | objective      | eval_metric   | monotonicity_constraints   | silent   |       seed | disable_gpus   | lossguide   | dummy   |   ensemble_level | train_shape   | valid_shape   | model_origin                                                 | early_stopping_threshold   | debug_verbose   | epochs   | add_wide   | add_attention   | layers          | activation   | batch_size   | chunk_size   | dropout   | strategy   | l1   | l2   | ort_loss   | ort_loss_tau   | normalize_type   | best_learning_rate   | task                                       | experiment_id                        |
|----+------------+------------+------------+------------------+--------------------+----------+--------------------+------------+-------------------------------------------------------------------------------------------------------------------------------------------+-------------------------+------------------+-------------------+---------------------------------------------------------------------------------------------------------------------+----------------+--------------+----------+---------------+-----------------+-------------+----------------+--------------+---------------------------+--------------+----------------------+--------------------+----------------------------+---------------+--------------------+----------+----------+----------+---------------+-------------+-----------+----------------+----------------+---------------+-------+------------+----------------+----------+----------------+-----------------+-------------------------+-------------+--------------+---------+-----------+--------------------+------------------+--------------------+-------------+------------------+--------------------+---------------+---------------+--------------+-------------+-------------------+---------------------+-----------------+--------------------------------+----------------+---------------+----------------------------+----------+------------+----------------+-------------+---------+------------------+---------------+---------------+--------------------------------------------------------------+----------------------------+-----------------+----------+------------+-----------------+-----------------+--------------+--------------+--------------+-----------+------------+------+------+------------+----------------+------------------+----------------------+--------------------------------------------+--------------------------------------|
|  0 |          0 |         -1 |          7 |                2 |                  8 | 0.825953 |           0.825953 |  0.0257413 | [['10_TEXTCNN_TE:tweet.1', 1.0], ['10_TEXTCNN_TE:tweet.0', 0.6077961325645447], ['10_TEXTCNN_TE:tweet.2', 0.5910921692848206]]            | [['tweet', 1.0]]        |          3.55732 |               129 | [['perturb_xgb', 'perturb_xgb'], ['perturb_xgb', 'perturb_xgb'], ['prune_by_features', 'prune_by_features_1']]      |              3 |          100 |        3 |             7 |             100 |          56 |             56 | LIGHTGBM     | NoneType                  | True         | False                |                  0 |                          1 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      290176261 |               |       |            |                |          | 600.0          |            0.05 | 30.0                    | 0.0         | 0.5          | 0.0     | 128.0     | 1.0                | 0.0              | 1                  | 0.8         | 5.0              | 0.4                | hist          | lossguide     |            8 |           0 | 3.0               | 10.0                | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     |  290176261 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:False,interp:11,depth:6,num_as_cat:False |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  1 |          0 |          2 |          7 |                2 |                  8 | 0.972987 |           0.972987 |  0.0198311 | [['0_CVTE:tweet.0', 1.0], ['0_CVTE:tweet.1', 0.5459473133087158], ['0_CVTE:tweet.2', 0.05679094418883324]]                                | [['tweet', 1.0]]        |          1.57634 |                11 | []                                                                                                                  |              1 |          100 |        1 |             0 |             100 |           3 |              3 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |     1055305050 |               |       |            |                |          | 600.0          |            0.05 | 30.0                    | 0.0         | 0.5          | 0.001   | 64.0      | 1.0                | 0.0              | 1                  | 0.5         | 10.0             | 0.8                | hist          | lossguide     |         1024 |           0 | 1.0               | 1.0                 | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 1055305050 | True           | False       | False   |                1 | (1842, 2)     |               | RANDOM                                                       |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  2 |          0 |          3 |          7 |                2 |                  8 | 0.972985 |           0.972985 |  0.0198046 | [['0_CVTE:tweet.0', 1.0], ['0_CVTE:tweet.1', 0.6419649720191956], ['0_CVTE:tweet.2', 0.20101453363895416]]                                | [['tweet', 1.0]]        |          2.06956 |                28 | []                                                                                                                  |              1 |          100 |        1 |             0 |             100 |           3 |              3 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |     1055305050 |               |       |            |                |          | 600.0          |            0.05 | 30.0                    | 0.0         | 0.5          | 1.0     | 64.0      | 1.0                | 0.0              | 1                  | 0.5         | 5.0              | 0.8                | hist          | depthwise     |            0 |          10 | 1.0               | 1.0                 | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 1055305050 | True           | False       | False   |                1 | (1842, 2)     |               | RANDOM                                                       |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  3 |          0 |          4 |          7 |                2 |                  8 | 0.929525 |           0.929525 |  0.0388043 | [['1_TEXTBIGRU_TE:tweet.1', 1.0], ['1_TEXTBIGRU_TE:tweet.0', 0.8251515030860901], ['1_TEXTBIGRU_TE:tweet.2', 0.6118519306182861]]         | [['tweet', 1.0]]        |          3.69189 |                30 | []                                                                                                                  |              2 |          100 |        2 |             0 |             100 |           6 |              6 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |     1055305050 |               |       |            |                |          | 600.0          |            0.05 | 30.0                    | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1                  | 0.7         | 1.0              | 0.8                | hist          | depthwise     |            0 |          10 | 1.0               | 1.0                 | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 1055305050 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:True,interp:8,depth:10,num_as_cat:False  |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  4 |          0 |          5 |          7 |                2 |                  8 | 0.876531 |           0.876531 |  0.0263339 | [['1_Txt:tweet.4', 1.0], ['1_Txt:tweet.5', 0.818853497505188], ['1_Txt:tweet.3', 0.802515983581543]]                                      | [['tweet', 1.0]]        |         14.409   |                59 | []                                                                                                                  |              2 |          100 |        2 |             0 |             100 |          51 |             51 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |     1055305050 |               |       |            |                |          | 600.0          |            0.05 | 30.0                    | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1                  | 0.7         | 1.0              | 0.8                | hist          | depthwise     |            0 |          10 | 1.0               | 1.0                 | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 1055305050 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:False,interp:8,depth:10,num_as_cat:False |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  5 |          0 |          6 |          7 |                2 |                  8 | 0.93073  |           0.93073  |  0.0391146 | [['1_TEXTBIGRU_TE:tweet.1', 1.0], ['1_TEXTBIGRU_TE:tweet.0', 0.8845672011375427], ['1_TEXTBIGRU_TE:tweet.2', 0.7831798195838928]]         | [['tweet', 1.0]]        |          1.66486 |                25 | []                                                                                                                  |              2 |          100 |        2 |             0 |             100 |           4 |              4 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |     1055305050 |               |       |            |                |          | 600.0          |            0.05 | 30.0                    | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1                  | 0.7         | 1.0              | 0.8                | hist          | depthwise     |            0 |           6 | 1.0               | 1.0                 | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 1055305050 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:False,interp:8,depth:6,num_as_cat:False  |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  6 |          0 |          7 |          7 |                2 |                  8 | 0.880698 |           0.880698 |  0.0283798 | [['1_TEXTCNN_TE:tweet.1', 1.0], ['1_TEXTCNN_TE:tweet.0', 0.8056926131248474], ['1_TEXTCNN_TE:tweet.2', 0.7403891086578369]]               | [['tweet', 1.0]]        |          4.17618 |                32 | []                                                                                                                  |              2 |          100 |        2 |             0 |             100 |           6 |              6 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |     1055305050 |               |       |            |                |          | 600.0          |            0.05 | 30.0                    | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1                  | 0.7         | 1.0              | 0.8                | hist          | depthwise     |            0 |          10 | 1.0               | 1.0                 | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 1055305050 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:only,interp:8,depth:10,num_as_cat:False  |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  7 |          0 |          8 |          7 |                2 |                  8 | 0.873437 |           0.873437 |  0.0311749 | [['1_TEXTCNN_TE:tweet.1', 1.0], ['1_TEXTCNN_TE:tweet.0', 0.7191796898841858], ['1_TEXTCNN_TE:tweet.2', 0.6715155243873596]]               | [['tweet', 1.0]]        |          2.12503 |                38 | []                                                                                                                  |              2 |          100 |        2 |             0 |             100 |           6 |              6 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |     1055305050 |               |       |            |                |          | 600.0          |            0.05 | 30.0                    | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1                  | 0.7         | 1.0              | 0.8                | hist          | depthwise     |            0 |           6 | 1.0               | 1.0                 | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 1055305050 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:only,interp:8,depth:6,num_as_cat:False   |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  8 |          0 |          9 |          7 |                2 |                  8 | 1.02347  |           1.02347  |  0.0654239 | [['1_TEXTBIGRU_TE:tweet.1', 1.0], ['1_TEXTBIGRU_TE:tweet.0', 0.7932895421981812], ['1_TEXTBIGRU_TE:tweet.2', 0.49852585792541504]]        | [['tweet', 1.0]]        |          1.52843 |                 1 | []                                                                                                                  |              2 |          100 |        2 |             0 |             100 |           6 |              6 | DECISIONTREE | NoneType                  | False        | False                |                  0 |                          0 | decision tree | DecisionTreeModel  |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |     1055305050 |               |       |            |                |          | 1.0            |            1    | 1.0                     | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1                  | 1.0         | 0.0              | 1.0                | hist          | lossguide     |          128 |          10 | 1.0               | 1.0                 | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 1055305050 | True           | False       | False   |                1 | (1842, 2)     |               | SEQUENCE                                                     |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
