+----+------------+------------+------------+------------------+--------------------+----------+--------------------+------------+-----------------------------------------------------------------------------------------------------------------------------------------+-------------------------+------------------+-------------------+------------------------------------------------------------------------------------------------------------------------------+----------------+--------------+----------+---------------+-----------------+-------------+----------------+--------------+---------------------------+--------------+----------------------+--------------------+----------------------------+---------------+--------------------+----------+----------+----------+---------------+-------------+-----------+----------------+----------------+---------------+-------+------------+----------------+----------+----------------+-----------------+-------------------------+-------------+--------------+---------+-----------+--------------------+------------------+--------------------+-------------+------------------+--------------------+---------------+---------------+--------------+-------------+-------------------+---------------------+-----------------+--------------------------------+----------------+---------------+----------------------------+----------+-----------+----------------+-------------+---------+------------------+---------------+---------------+---------------------------------------------------------------+----------------------------+-----------------+----------+------------+-----------------+-----------------+--------------+--------------+--------------+-----------+------------+------+------+------------+----------------+------------------+----------------------+--------------------------------------------+--------------------------------------+
|    |   indiv_id |   iter_num |   accuracy |   time_tolerance |   interpretability |    score |   tournament_score |   score_sd | top derived_features                                                                                                                    | top original_features   |   training_times |   best_iterations | last_3_mutation_try_actual_actions                                                                                           |   ngenes_start |   ngenes_max |   ngenes |   ngenes_dead |   nfeatures_max |   nfeatures |   feature_cost | model_name   | target_transformer_name   | from_brain   | derived_from_brain   |   from_brain_count |   derived_from_brain_count | booster       | model_class_name   |   n_gpus |   gpu_id |   n_jobs |   num_classes |   num_class | labels    | score_f_name   |   random_state | time_column   | tgc   | pred_gap   | pred_periods   | target   | n_estimators   |   learning_rate | early_stopping_rounds   | reg_alpha   | reg_lambda   | gamma   | max_bin   | scale_pos_weight   | max_delta_step   | min_child_weight   | subsample   | subsample_freq   | colsample_bytree   | tree_method   | grow_policy   |   max_leaves |   max_depth | min_data_in_bin   | min_child_samples   | boosting_type   | enable_early_stopping_rounds   | objective      | eval_metric   | monotonicity_constraints   | silent   |      seed | disable_gpus   | lossguide   | dummy   |   ensemble_level | train_shape   | valid_shape   | model_origin                                                  | early_stopping_threshold   | debug_verbose   | epochs   | add_wide   | add_attention   | layers          | activation   | batch_size   | chunk_size   | dropout   | strategy   | l1   | l2   | ort_loss   | ort_loss_tau   | normalize_type   | best_learning_rate   | task                                       | experiment_id                        |
|----+------------+------------+------------+------------------+--------------------+----------+--------------------+------------+-----------------------------------------------------------------------------------------------------------------------------------------+-------------------------+------------------+-------------------+------------------------------------------------------------------------------------------------------------------------------+----------------+--------------+----------+---------------+-----------------+-------------+----------------+--------------+---------------------------+--------------+----------------------+--------------------+----------------------------+---------------+--------------------+----------+----------+----------+---------------+-------------+-----------+----------------+----------------+---------------+-------+------------+----------------+----------+----------------+-----------------+-------------------------+-------------+--------------+---------+-----------+--------------------+------------------+--------------------+-------------+------------------+--------------------+---------------+---------------+--------------+-------------+-------------------+---------------------+-----------------+--------------------------------+----------------+---------------+----------------------------+----------+-----------+----------------+-------------+---------+------------------+---------------+---------------+---------------------------------------------------------------+----------------------------+-----------------+----------+------------+-----------------+-----------------+--------------+--------------+--------------+-----------+------------+------+------+------------+----------------+------------------+----------------------+--------------------------------------------+--------------------------------------|
|  0 |          0 |         -1 |          7 |                2 |                  8 | 0.849807 |           0.849807 |  0.0310475 | [['9_TEXTBIGRU_TE:tweet.1', 1.0], ['10_TEXTCNN_TE:tweet.1', 0.7914369702339172], ['10_TEXTCNN_TE:tweet.2', 0.7334829568862915]]         | [['tweet', 1.0]]        |          3.69484 |               146 | [['perturb_xgb', 'perturb_xgb'], ['perturb_xgb', 'perturb_xgb'], ['prune_by_features', 'prune_by_features_1']]               |              3 |          100 |        3 |             7 |             100 |          56 |             56 | LIGHTGBM     | NoneType                  | True         | False                |                  1 |                          1 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      290176261 |               |       |            |                |          | 600.0          |           0.05  | 30.0                    | 0.0         | 0.5          | 0.0     | 128.0     | 1.0                | 0.0              | 1.0                | 0.8         | 5.0              | 0.4                | hist          | lossguide     |            8 |           0 | 3.0               | 10.0                | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 290176261 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:False,interp:11,depth:6,num_as_cat:False  |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  1 |          0 |          2 |          7 |                2 |                  8 | 0.990998 |           0.990998 |  0.0179337 | [['0_CVTE:tweet.2', 1.0], ['0_CVTE:tweet.1', 0.8438927531242371], ['0_CVTE:tweet.0', 0.733430802822113]]                                | [['tweet', 1.0]]        |          4.13403 |               136 | []                                                                                                                           |              1 |          100 |        1 |             0 |             100 |           3 |              3 | XGBOOSTGBM   | NoneType                  | False        | False                |                  0 |                          0 | gbtree        | XGBoostGBMModel    |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      101644526 |               |       |            |                |          | 600.0          |           0.05  | 30.0                    | 0.0         | 10.0         | 0.01    | 64.0      | 1.0                | 0.0              | 1.0                | 0.6         |                  | 0.3                | hist          | lossguide     |         1024 |           0 |                   |                     |                 |                                | multi:softprob | mlogloss      | False                      | True     | 101644526 | True           | False       | False   |                1 | (1842, 2)     |               | RANDOM                                                        | 1e-05                      | 0.0             |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  2 |          0 |          3 |          7 |                2 |                  8 | 0.991172 |           0.991172 |  0.0185458 | [['0_CVTE:tweet.0', 1.0], ['0_CVTE:tweet.1', 0.4999445378780365], ['0_CVTE:tweet.2', 0.1169075071811676]]                               | [['tweet', 1.0]]        |          1.577   |                 1 | []                                                                                                                           |              1 |          100 |        1 |             0 |             100 |           3 |              3 | DECISIONTREE | NoneType                  | False        | False                |                  0 |                          0 | decision tree | DecisionTreeModel  |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      101644526 |               |       |            |                |          | 1.0            |           1     | 1.0                     | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1.0                | 1.0         | 0                | 1.0                | hist          | lossguide     |           32 |           4 | 1                 | 1                   | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 101644526 | True           | False       | False   |                1 | (1842, 2)     |               | RANDOM                                                        |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  3 |          0 |          4 |          7 |                2 |                  8 | 0.991458 |           0.991458 |  0.0177686 | [['0_CVTE:tweet.2', 1.0], ['0_CVTE:tweet.1', 0.9428271651268005], ['0_CVTE:tweet.0', 0.7389605641365051]]                               | [['tweet', 1.0]]        |          3.63363 |               134 | []                                                                                                                           |              1 |          100 |        1 |             0 |             100 |           3 |              3 | XGBOOSTGBM   | NoneType                  | False        | False                |                  0 |                          0 | gbtree        | XGBoostGBMModel    |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      101644526 |               |       |            |                |          | 600.0          |           0.05  | 30.0                    | 0.0         | 1.0          | 0.001   | 64.0      | 1.0                | 0.0              | 1.0                | 0.9         |                  | 0.4                | hist          | lossguide     |         1024 |           0 |                   |                     |                 |                                | multi:softprob | mlogloss      | False                      | True     | 101644526 | True           | False       | False   |                1 | (1842, 2)     |               | RANDOM                                                        | 1e-05                      | 0               |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  4 |          0 |          5 |          7 |                2 |                  8 | 0.88715  |           0.88715  |  0.0223    | [['1_TEXTCNN_TE:tweet.1', 1.0], ['1_TEXTCNN_TE:tweet.0', 0.881321132183075], ['1_TEXTCNN_TE:tweet.2', 0.6553699970245361]]              | [['tweet', 1.0]]        |          3.86    |                31 | []                                                                                                                           |              2 |          100 |        2 |             0 |             100 |           4 |              4 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      101644526 |               |       |            |                |          | 600.0          |           0.05  | 30.0                    | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1.0                | 0.7         | 1                | 0.8                | hist          | depthwise     |            0 |          10 | 1                 | 1                   | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 101644526 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:False,interp:8,depth:10,num_as_cat:False  |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  5 |          0 |          6 |          7 |                2 |                  8 | 0.905084 |           0.905084 |  0.0319331 | [['1_TEXTBIGRU_TE:tweet.1', 1.0], ['1_TEXTBIGRU_TE:tweet.0', 0.6094815135002136], ['1_TEXTBIGRU_TE:tweet.2', 0.5419227480888367]]       | [['tweet', 1.0]]        |          2.19589 |                32 | []                                                                                                                           |              2 |          100 |        2 |             0 |             100 |           4 |              4 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      101644526 |               |       |            |                |          | 600.0          |           0.05  | 30.0                    | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1.0                | 0.7         | 1                | 0.8                | hist          | depthwise     |            0 |           6 | 1                 | 1                   | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 101644526 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:False,interp:8,depth:6,num_as_cat:False   |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  6 |          0 |          7 |          7 |                2 |                  8 | 0.873254 |           0.873254 |  0.0255563 | [['1_Txt:tweet.3', 1.0], ['1_Txt:tweet.4', 0.5285087823867798], ['1_Txt:tweet.5', 0.3767324686050415]]                                  | [['tweet', 1.0]]        |         12.6827  |                54 | []                                                                                                                           |              2 |          100 |        2 |             0 |             100 |          53 |             53 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      101644526 |               |       |            |                |          | 600.0          |           0.05  | 30.0                    | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1.0                | 0.7         | 1                | 0.8                | hist          | depthwise     |            0 |          10 | 1                 | 1                   | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 101644526 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:only,interp:8,depth:10,num_as_cat:False   |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  7 |          0 |          8 |          7 |                2 |                  8 | 0.990882 |           0.990882 |  0.0186603 | [['1_TEXTCHARCNN_TE:tweet.0', 1.0], ['1_TEXTCHARCNN_TE:tweet.2', 0.8832512497901917], ['1_TEXTCHARCNN_TE:tweet.1', 0.4274577796459198]] | [['tweet', 1.0]]        |          2.16496 |                 4 | []                                                                                                                           |              2 |          100 |        2 |             0 |             100 |           6 |              6 | LIGHTGBM     | NoneType                  | False        | False                |                  0 |                          0 | lightgbm      | LightGBMModel      |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      101644526 |               |       |            |                |          | 600.0          |           0.05  | 30.0                    | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1.0                | 0.7         | 1                | 0.8                | hist          | depthwise     |            0 |           6 | 1                 | 1                   | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 101644526 | True           | False       | False   |                1 | (1842, 2)     |               | DefaultIndiv: do_te:only,interp:8,depth:6,num_as_cat:False    |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
|  8 |          0 |          9 |          7 |                2 |                  8 | 0.95672  |           0.95672  |  0.0330383 | [['1_TEXTCNN_TE:tweet.1', 1.0], ['1_TEXTCNN_TE:tweet.0', 0.6010822057723999], ['1_TEXTCNN_TE:tweet.2', 0.5287311673164368]]             | [['tweet', 1.0]]        |          1.65187 |                 1 | []                                                                                                                           |              2 |          100 |        2 |             0 |             100 |           6 |              6 | DECISIONTREE | NoneType                  | False        | False                |                  0 |                          0 | decision tree | DecisionTreeModel  |        0 |        0 |        4 |             3 |           3 | [0, 1, 2] | LOGLOSS        |      101644526 |               |       |            |                |          | 1.0            |           1     | 1.0                     | 0.0         | 1.0          | 0.0     | 256.0     | 1.0                | 0.0              | 1.0                | 1.0         | 0                | 1.0                | hist          | lossguide     |          128 |          10 | 1                 | 1                   | gbdt            | True                           | multi:softprob | mlogloss      | False                      | True     | 101644526 | True           | False       | False   |                1 | (1842, 2)     |               | SEQUENCE                                                      |                            |                 |          |            |                 |                 |              |              |              |           |            |      |      |            |                |                  |                      |                                            |                                      |
